Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
218,CA-2021-10245,2021-12-13,2021-12-15,First Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,28430,West,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,500.0,2,0.0,70.0
219,CA-2021-10083,2021-04-02,2021-04-08,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,82529,Central,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,500.0,1,0.5,2.5
220,CA-2023-20103,2023-11-30,2023-12-02,Standard Class,CUS-TT-10020,Roy Collins,Corporate,Baltimore,Maryland,United States,31422,East,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,598.5,7,0.1,47.88
221,CA-2024-20334,2024-11-04,2024-11-06,First Class,CUS-II-10009,Bill Eplett,Home Office,San Francisco,California,United States,26176,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,1650.0,3,0.0,231.0
222,CA-2022-20092,2022-02-27,2022-03-02,Second Class,CUS-MM-10013,Lycoris Saunders,Corporate,Jacksonville,Florida,United States,83689,South,OFF-EN-10000927,Office Supplies,Envelopes,Poly String Button Envelopes,3.2,1,0.2,0.26
223,CA-2023-20215,2023-05-20,2023-05-24,Standard Class,CUS-YY-10025,Phil Fox,Consumer,Detroit,Michigan,United States,50931,Central,OFF-PA-10004675,Office Supplies,Paper,Southworth 25 Cotton Business Paper,54.0,5,0.1,6.48
224,CA-2023-20211,2023-08-21,2023-08-23,Standard Class,CUS-UU-10021,Alan Shonely,Consumer,Louisville,Kentucky,United States,66837,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,1920.0,3,0.2,153.6
225,CA-2023-10591,2023-09-01,2023-09-02,Second Class,CUS-EE-10005,Adrian Barton,Corporate,Philadelphia,Pennsylvania,United States,66949,East,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,1078.8,2,0.4,-77.47
226,CA-2021-10410,2021-10-20,2021-10-21,Second Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,99235,West,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,45.0,3,0.0,4.5
227,CA-2024-10417,2024-08-25,2024-08-26,Second Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,68471,West,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,1098.0,6,0.0,241.56
228,CA-2023-10237,2023-10-15,2023-10-17,Second Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,79604,South,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,210.0,1,0.0,46.2
229,CA-2022-10444,2022-09-19,2022-09-20,Second Class,CUS-ZA-10026,Michael Kennedy,Consumer,Austin,Texas,United States,36181,Central,OFF-AR-10000246,Office Supplies,Art,Avery Color Pen Set,48.0,8,0.0,14.4
230,CA-2022-20021,2022-02-08,2022-02-13,Standard Class,CUS-HH-10008,Hunter Lopez,Consumer,Baltimore,Maryland,United States,95876,East,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,878.4,6,0.2,52.7
231,CA-2023-10094,2023-10-04,2023-10-05,Standard Class,CUS-DD-10004,Tom Ashbrook,Consumer,Milwaukee,Wisconsin,United States,42816,Central,TEC-AC-10003832,Technology,Accessories,Logitech MX Master Wireless Mouse,960.0,12,0.0,268.8
232,CA-2022-10144,2022-10-12,2022-10-17,Standard Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,97207,East,TEC-MA-10004947,Technology,Machines,Zebra GX420t Thermal Label Printer,760.0,2,0.0,167.2
233,CA-2023-10300,2023-06-13,2023-06-19,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,46739,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,2200.0,4,0.0,308.0
234,CA-2022-10503,2022-10-24,2022-10-29,Standard Class,CUS-ZR-10043,Sandra Clark,Consumer,Detroit,Michigan,United States,80736,Central,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,900.0,5,0.0,135.0
235,CA-2021-10473,2021-11-07,2021-11-08,First Class,CUS-ZM-10038,Steven Martin,Home Office,Phoenix,Arizona,United States,83647,West,OFF-ST-10000107,Office Supplies,Storage,Stur-D-Stor Heavy Duty Shelving,1328.0,10,0.2,6.64
236,CA-2022-10480,2022-11-17,2022-11-19,Standard Class,CUS-ZN-10039,Margaret Thompson,Consumer,Austin,Texas,United States,80390,Central,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,108.0,3,0.0,25.92
237,CA-2023-10635,2023-12-16,2023-12-17,Same Day,CUS-KK-10011,Anna Andreadi,Consumer,Memphis,Tennessee,United States,92208,South,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,5000.0,5,0.0,1300.0
238,CA-2021-10001,2021-01-13,2021-01-15,Second Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,81482,West,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,1120.0,2,0.0,313.6
239,CA-2021-20276,2021-06-17,2021-06-22,Same Day,CUS-ZD-10029,Lisa Davis,Consumer,San Diego,California,United States,84561,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,2450.0,7,0.0,612.5
240,CA-2024-20135,2024-04-24,2024-04-26,First Class,CUS-XX-10024,Dean Nguyen,Home Office,Philadelphia,Pennsylvania,United States,19361,East,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,63.0,9,0.0,17.64
241,CA-2022-20188,2022-02-12,2022-02-15,Standard Class,CUS-ZB-10027,Sarah Johnson,Consumer,Minneapolis,Minnesota,United States,60753,Central,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,1470.0,7,0.0,323.4
242,CA-2024-10051,2024-07-25,2024-07-27,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,32810,South,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1750.0,7,0.0,245.0
243,CA-2022-20332,2022-09-05,2022-09-11,Same Day,CUS-PP-10016,Dave Brooks,Corporate,Baltimore,Maryland,United States,67022,East,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,720.0,4,0.0,108.0
244,CA-2024-20108,2024-12-03,2024-12-06,Second Class,CUS-ZA-10026,Michael Kennedy,Consumer,New York City,New York,United States,19455,East,OFF-PA-10000174,Office Supplies,Paper,Xerox 1881 Copy Paper,67.2,6,0.2,4.03
245,CA-2023-10044,2023-07-30,2023-07-31,First Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,15075,South,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,32.0,2,0.0,6.4
246,CA-2021-20028,2021-04-29,2021-05-03,Second Class,CUS-ZE-10030,Robert Garcia,Home Office,Miami,Florida,United States,20509,South,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,4032.0,8,0.1,806.4
247,CA-2023-10301,2023-07-21,2023-07-26,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Denver,Colorado,United States,70505,West,FUR-CH-10002774,Furniture,Chairs,Harbour Creations Executive Chair,5040.0,9,0.0,1411.2
248,CA-2021-10599,2021-11-17,2021-11-18,Same Day,CUS-MM-10013,Lycoris Saunders,Corporate,San Diego,California,United States,21537,West,OFF-ST-10001098,Office Supplies,Storage,Fellowes Super Stor File Drawers,550.0,11,0.0,104.5
249,CA-2023-10389,2023-10-18,2023-10-23,Standard Class,CUS-UU-10021,Alan Shonely,Consumer,Memphis,Tennessee,United States,75035,South,OFF-EN-10003611,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,90.0,10,0.0,19.8
250,CA-2021-10167,2021-02-22,2021-02-24,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,42472,Central,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,396.0,11,0.0,95.04
251,CA-2022-10558,2022-09-27,2022-09-28,First Class,CUS-OO-10015,Jane Waco,Consumer,Sacramento,California,United States,80855,West,FUR-FU-10001487,Furniture,Furnishings,Deflecto Superior Image Slanted Sign,72.0,8,0.4,-5.81
252,CA-2021-20267,2021-01-24,2021-01-25,Standard Class,CUS-NN-10014,Helen Andreada,Home Office,Charlotte,North Carolina,United States,14133,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,800.0,1,0.0,192.0
253,CA-2022-10142,2022-08-01,2022-08-04,Second Class,CUS-FF-10006,Ken Lonsdale,Home Office,Philadelphia,Pennsylvania,United States,30006,East,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,25.0,5,0.0,7.0
254,CA-2023-10428,2023-10-13,2023-10-14,Standard Class,CUS-XX-10024,Dean Nguyen,Home Office,Dallas,Texas,United States,83273,Central,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,72.0,5,0.1,5.76
255,CA-2021-10030,2021-12-16,2021-12-19,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,51104,South,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,2160.0,12,0.0,324.0
256,CA-2023-10258,2023-11-04,2023-11-09,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,12979,West,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,51.2,4,0.2,0.26
257,CA-2022-20011,2022-12-01,2022-12-07,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Houston,Texas,United States,20502,Central,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,852.0,4,0.0,153.36
258,CA-2021-10221,2021-07-07,2021-07-09,First Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,57516,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,10000.0,10,0.0,500.0
259,CA-2024-20161,2024-04-07,2024-04-13,Second Class,CUS-LL-10012,Greg Tran,Consumer,Jacksonville,Florida,United States,17479,South,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,100.0,5,0.0,14.0
260,CA-2021-10058,2021-11-25,2021-11-27,First Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,68991,West,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,9590.4,12,0.2,47.95
261,CA-2023-10236,2023-06-27,2023-06-28,Same Day,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,45537,South,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,3196.8,4,0.2,15.98
262,CA-2022-10569,2022-07-19,2022-07-22,Second Class,CUS-QQ-10017,Mark Hamilton,Consumer,Miami,Florida,United States,82034,South,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,96.0,12,0.5,-2.45
263,CA-2021-20142,2021-02-12,2021-02-13,Second Class,CUS-TT-10020,Roy Collins,Corporate,Miami,Florida,United States,21488,South,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,252.0,7,0.0,60.48
264,CA-2021-10607,2021-11-14,2021-11-20,Standard Class,CUS-KK-10011,Anna Andreadi,Consumer,San Francisco,California,United States,34632,West,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,3195.0,15,0.0,575.1
265,CA-2024-10023,2024-02-06,2024-02-09,Second Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,84847,West,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,8991.0,9,0.0,719.28
266,CA-2023-20054,2023-11-05,2023-11-10,Second Class,CUS-CC-10003,Raymond Buch,Consumer,San Diego,California,United States,62369,West,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,9990.0,10,0.0,799.2
267,CA-2022-10335,2022-04-14,2022-04-15,Same Day,CUS-PP-10016,Dave Brooks,Corporate,San Francisco,California,United States,57242,West,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,1065.0,5,0.0,191.7
268,CA-2024-10559,2024-12-06,2024-12-10,Second Class,CUS-ZE-10030,Robert Garcia,Home Office,Dallas,Texas,United States,50587,Central,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,3630.0,11,0.4,-374.39
269,CA-2021-10524,2021-04-07,2021-04-13,Standard Class,CUS-ZV-10047,Sharon Walker,Consumer,Nashville,Tennessee,United States,36924,South,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,180.0,1,0.0,27.0
270,CA-2021-10244,2021-11-23,2021-11-29,Standard Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,33002,West,OFF-FA-10002118,Office Supplies,Fasteners,Stockwell Rubber Bands Gross,29.7,11,0.1,4.75
271,CA-2021-10271,2021-04-19,2021-04-20,Same Day,CUS-KK-10011,Anna Andreadi,Consumer,Los Angeles,California,United States,36805,West,TEC-PH-10000486,Technology,Phones,Apple iPhone 14 Pro,11988.0,12,0.0,959.04
272,CA-2023-10358,2023-05-19,2023-05-21,First Class,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,16019,West,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,704.0,4,0.2,3.52
273,CA-2024-20008,2024-03-15,2024-03-17,First Class,CUS-ZD-10029,Lisa Davis,Consumer,Las Vegas,Nevada,United States,34373,West,OFF-ST-10000107,Office Supplies,Storage,Stur-D-Stor Heavy Duty Shelving,830.0,5,0.0,149.4
274,CA-2024-20325,2024-06-15,2024-06-16,Standard Class,CUS-ZE-10030,Robert Garcia,Home Office,Memphis,Tennessee,United States,33904,South,OFF-LA-10000240,Office Supplies,Labels,Avery 503 Address Labels,63.0,7,0.0,16.38
275,CA-2023-20242,2023-06-14,2023-06-16,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,New York City,New York,United States,32380,East,TEC-MA-10000418,Technology,Machines,Cisco SPA 501G IP Phone,681.6,4,0.2,13.63
276,CA-2022-10061,2022-02-02,2022-02-05,Standard Class,CUS-CC-10003,Raymond Buch,Consumer,Portland,Oregon,United States,65069,West,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,899.0,1,0.0,62.93
277,CA-2023-20074,2023-09-03,2023-09-04,First Class,CUS-RR-10018,Linda Cazamias,Consumer,Phoenix,Arizona,United States,12331,West,FUR-FU-10000010,Furniture,Furnishings,Eldon Fold N Roll Cart,46.2,3,0.3,0.46
278,CA-2021-10436,2021-04-13,2021-04-14,Second Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,42613,South,OFF-EN-10000927,Office Supplies,Envelopes,Poly String Button Envelopes,44.0,11,0.0,10.56
279,CA-2023-20277,2023-03-17,2023-03-18,Standard Class,CUS-ZC-10028,James Wilson,Corporate,Detroit,Michigan,United States,43364,Central,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,4400.0,2,0.0,1320.0
280,CA-2024-20330,2024-04-03,2024-04-08,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Louisville,Kentucky,United States,46653,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,800.0,1,0.0,192.0
281,CA-2024-10572,2024-12-11,2024-12-12,Same Day,CUS-HH-10008,Hunter Lopez,Consumer,Phoenix,Arizona,United States,24076,West,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,171.0,3,0.4,-19.01
282,CA-2022-10411,2022-07-25,2022-07-28,Standard Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,45203,West,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,26400.0,12,0.0,7920.0
283,CA-2022-10616,2022-10-23,2022-10-25,Second Class,CUS-TT-10020,Roy Collins,Corporate,Memphis,Tennessee,United States,75622,South,OFF-ST-10000107,Office Supplies,Storage,Stur-D-Stor Heavy Duty Shelving,2324.0,14,0.0,418.32
284,CA-2021-20076,2021-03-21,2021-03-26,Standard Class,CUS-OO-10015,Jane Waco,Consumer,Baltimore,Maryland,United States,84290,East,OFF-ST-10001098,Office Supplies,Storage,Fellowes Super Stor File Drawers,270.0,6,0.1,29.7
285,CA-2021-10350,2021-12-22,2021-12-25,Second Class,CUS-RR-10018,Linda Cazamias,Consumer,Las Vegas,Nevada,United States,21300,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,2200.0,4,0.0,308.0
286,CA-2024-20206,2024-08-10,2024-08-13,Standard Class,CUS-NN-10014,Helen Andreada,Home Office,San Antonio,Texas,United States,76954,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Chair,3150.0,9,0.0,787.5
287,CA-2023-10439,2023-07-03,2023-07-04,First Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,27197,South,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,72.0,4,0.1,1.44
288,CA-2023-10180,2023-03-17,2023-03-18,First Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,61964,Central,FUR-TA-10001539,Furniture,Tables,Chromcraft Bull-Nose Conference Table,1400.0,1,0.0,56.0
289,CA-2021-10248,2021-02-01,2021-02-05,Second Class,CUS-JJ-10010,Seth Vernon,Corporate,Phoenix,Arizona,United States,50760,West,OFF-BI-10001661,Office Supplies,Binders,GBC DocuBind P400 Electric Binding,4950.0,11,0.0,940.5
290,CA-2023-10555,2023-05-19,2023-05-21,First Class,CUS-UU-10021,Alan Shonely,Consumer,Detroit,Michigan,United States,13027,Central,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,1348.5,3,0.5,-59.21
291,CA-2023-20110,2023-07-10,2023-07-16,Second Class,CUS-HH-10008,Hunter Lopez,Consumer,San Antonio,Texas,United States,73235,Central,TEC-MA-10002412,Technology,Machines,Brother HL-L2350DW Laser Printer,594.0,4,0.1,71.28
292,CA-2024-20038,2024-09-25,2024-09-30,Standard Class,CUS-CC-10003,Raymond Buch,Consumer,San Diego,California,United States,92294,West,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,30.0,6,0.0,8.4
293,CA-2023-20061,2023-07-05,2023-07-07,Second Class,CUS-RR-10018,Linda Cazamias,Consumer,Seattle,Washington,United States,54979,West,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,324.0,9,0.0,77.76
294,CA-2024-10188,2024-07-10,2024-07-11,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,92346,Central,OFF-AR-10003056,Office Supplies,Art,Sanford Colorific Color Pencils,25.2,4,0.1,4.03
295,CA-2024-10577,2024-11-11,2024-11-14,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Miami,Florida,United States,27009,South,FUR-BO-10004709,Furniture,Bookcases,Atlantic Metals Mobile Bookcase,1188.0,11,0.4,-34.06
296,CA-2024-10021,2024-09-21,2024-09-23,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Sacramento,California,United States,40161,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,500.0,1,0.0,100.0
297,CA-2024-20062,2024-04-11,2024-04-17,Second Class,CUS-FF-10006,Ken Lonsdale,Home Office,Los Angeles,California,United States,59737,West,FUR-BO-10003717,Furniture,Bookcases,Sauder Classic Bookcase,3500.0,7,0.0,700.0
298,CA-2022-20148,2022-01-18,2022-01-19,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Seattle,Washington,United States,53494,West,OFF-EN-10003611,Office Supplies,Envelopes,Tyvek Side-Opening Envelopes,45.0,5,0.0,9.9
299,CA-2023-10641,2023-11-17,2023-11-20,Standard Class,CUS-AA-10001,Sean Miller,Corporate,Columbus,Ohio,United States,22878,Central,OFF-FA-10004848,Office Supplies,Fasteners,Advantus Map Pins Pack,30.0,5,0.0,7.2
300,CA-2023-10401,2023-07-18,2023-07-22,Standard Class,CUS-VV-10022,Chris Cortes,Consumer,Chicago,Illinois,United States,70956,Central,OFF-BI-10001661,Office Supplies,Binders,GBC DocuBind P400 Electric Binding,450.0,1,0.0,85.5
301,CA-2022-20164,2022-12-16,2022-12-21,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Memphis,Tennessee,United States,30247,South,OFF-ST-10001098,Office Supplies,Storage,Fellowes Super Stor File Drawers,315.0,9,0.3,3.15
302,CA-2021-10409,2021-02-21,2021-02-22,Same Day,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,73646,West,OFF-LA-10002762,Office Supplies,Labels,Avery 487 Shipping Labels,65.0,5,0.0,15.6
303,CA-2022-10034,2022-03-09,2022-03-12,Second Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,83792,South,OFF-LA-10000240,Office Supplies,Labels,Avery 503 Address Labels,9.0,1,0.0,2.34
304,CA-2023-10045,2023-08-29,2023-09-02,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,35313,South,OFF-FA-10000304,Office Supplies,Fasteners,Staple Holder Set,24.0,4,0.0,6.24
305,CA-2022-20006,2022-01-29,2022-02-04,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Baltimore,Maryland,United States,17316,East,OFF-PA-10000174,Office Supplies,Paper,Xerox 1881 Copy Paper,58.8,6,0.3,0.59
306,CA-2023-10441,2023-11-25,2023-11-26,Second Class,CUS-YY-10025,Phil Fox,Consumer,Louisville,Kentucky,United States,12587,South,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,72.0,2,0.0,17.28
307,CA-2021-10408,2021-12-19,2021-12-23,Second Class,CUS-WW-10023,Beth Thompson,Corporate,Seattle,Washington,United States,86372,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,3000.0,3,0.0,150.0
308,CA-2024-10191,2024-08-22,2024-08-24,Standard Class,CUS-GG-10007,Sanjit Chand,Corporate,Columbus,Ohio,United States,77552,Central,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chair,882.0,6,0.3,4.41
309,CA-2021-10605,2021-10-10,2021-10-12,Second Class,CUS-GG-10007,Sanjit Chand,Corporate,Jacksonville,Florida,United States,30715,South,OFF-BI-10003656,Office Supplies,Binders,Cardinal Premiere Easy Open Binders,192.0,12,0.0,38.4
310,CA-2022-20251,2022-12-27,2022-12-28,Same Day,CUS-TT-10020,Roy Collins,Corporate,Indianapolis,Indiana,United States,36449,Central,OFF-BI-10000340,Office Supplies,Binders,Avery Durable Slant Binders,30.0,10,0.0,6.6
311,CA-2023-20270,2023-12-18,2023-12-19,Second Class,CUS-CC-10003,Raymond Buch,Consumer,San Diego,California,United States,57806,West,TEC-CO-10004722,Technology,Copiers,Sharp AL-1530CS Digital Copier,2200.0,1,0.0,660.0
312,CA-2021-20328,2021-10-30,2021-11-04,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Jacksonville,Florida,United States,33067,South,OFF-LA-10004654,Office Supplies,Labels,Avery Color Coding Labels,14.0,4,0.3,0.56
313,CA-2021-10396,2021-09-05,2021-09-09,Second Class,CUS-VV-10022,Chris Cortes,Consumer,Chicago,Illinois,United States,23272,Central,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,5600.0,7,0.0,1344.0
314,CA-2021-10028,2021-03-27,2021-03-31,Standard Class,CUS-BB-10002,Tamara Chand,Corporate,Memphis,Tennessee,United States,61173,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,3000.0,3,0.0,150.0
315,CA-2021-20026,2021-01-17,2021-01-22,First Class,CUS-UU-10021,Alan Shonely,Consumer,Boston,Massachusetts,United States,90096,East,FUR-FU-10003848,Furniture,Furnishings,Howard Miller 11 Diameter Wall Clock,342.0,4,0.1,27.36
316,CA-2021-10395,2021-03-29,2021-03-30,First Class,CUS-VV-10022,Chris Cortes,Consumer,Chicago,Illinois,United States,90431,Central,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,72.0,2,0.0,17.28
317,CA-2023-20151,2023-11-22,2023-11-25,First Class,CUS-MM-10013,Lycoris Saunders,Corporate,Memphis,Tennessee,United States,21335,South,TEC-CO-10001449,Technology,Copiers,HP LaserJet Pro 3310,5000.0,5,0.0,1300.0
318,CA-2021-10463,2021-10-07,2021-10-11,Standard Class,CUS-ZL-10037,Paul Harris,Consumer,Houston,Texas,United States,64325,Central,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,12000.0,12,0.0,600.0
319,CA-2022-20019,2022-05-16,2022-05-20,Same Day,CUS-KK-10011,Anna Andreadi,Consumer,Philadelphia,Pennsylvania,United States,33440,East,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1750.0,7,0.0,245.0
320,CA-2024-20175,2024-08-02,2024-08-06,Second Class,CUS-DD-10004,Tom Ashbrook,Consumer,Dallas,Texas,United States,28465,Central,TEC-AC-10000171,Technology,Accessories,Plantronics Savi Wireless Headset,366.0,2,0.0,80.52
321,CA-2024-10648,2024-10-14,2024-10-20,Standard Class,CUS-MM-10013,Lycoris Saunders,Corporate,Los Angeles,California,United States,50952,West,TEC-PH-10001215,Technology,Phones,Motorola Edge Plus 5G,4400.0,8,0.0,616.0
322,CA-2021-10220,2021-09-11,2021-09-15,Second Class,CUS-II-10009,Bill Eplett,Home Office,Louisville,Kentucky,United States,44664,South,OFF-AP-10000304,Office Supplies,Appliances,Belkin 6 Outlet Surge Protector,140.0,7,0.0,19.6
323,CA-2023-10124,2023-06-01,2023-06-04,Second Class,CUS-EE-10005,Adrian Barton,Corporate,Miami,Florida,United States,39571,South,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Table,2700.0,3,0.1,13.5
324,CA-2021-10197,2021-01-22,2021-01-25,Second Class,CUS-HH-10008,Hunter Lopez,Consumer,Boston,Massachusetts,United States,19835,East,TEC-PH-10004977,Technology,Phones,Samsung Galaxy S23 Ultra,4944.5,11,0.5,-708.19
325,CA-2022-10523,2022-02-20,2022-02-23,Standard Class,CUS-ZU-10046,Brian Lee,Home Office,Jacksonville,Florida,United States,81267,South,OFF-EN-10000927,Office Supplies,Envelopes,Poly String Button Envelopes,20.0,5,0.0,4.8
326,CA-2022-20094,2022-12-30,2023-01-04,Standard Class,CUS-ZA-10026,Michael Kennedy,Consumer,San Francisco,California,United States,56339,West,TEC-AC-10001500,Technology,Accessories,Kensington 7 Port USB Hub,36.0,1,0.0,8.64
327,CA-2021-10506,2021-03-13,2021-03-15,Standard Class,CUS-ZS-10044,Kevin Rodriguez,Corporate,Louisville,Kentucky,United States,57028,South,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,9600.0,12,0.0,2304.0
328,CA-2021-10465,2021-09-13,2021-09-19,Standard Class,CUS-ZL-10037,Paul Harris,Consumer,Houston,Texas,United States,33226,Central,FUR-TA-10004919,Furniture,Tables,Lesro Sheffield Coffee Table,1400.0,8,0.3,7.0
329,CA-2021-20137,2021-04-28,2021-05-01,Standard Class,CUS-QQ-10017,Mark Hamilton,Consumer,Baltimore,Maryland,United States,75339,East,TEC-CO-10003740,Technology,Copiers,Canon PC940 Color Copier,5040.0,7,0.1,806.4
